model,manufacturer,gaming_adapt,operating_system,weight,RAM_memory_volume,CPU_speed,processor_model,processor_generation,memory_type,storage_capacity,hard_drive_type,optical_drive,screen_size,screen_resolution,screen_type,display_refresh_rate,touch_screen,webcam,security_measures,cellular_modem,low_price,high_price,average_price,Data_acquisition_date,comp_model_url,computer_entry_date
  Asus Zenbook 14X UX5401EA-KN159W ,Asus,לא רלוונטי,ללא,"1.4 ק""ג",16 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,2880X1800,LCD,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,3890,5021,4455.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1137485,2022
  Asus Vivobook 15X OLED K3504VA-MA106 ,Asus,לא רלוונטי,ללא,"1.6 ק""ג",8 GB,3.4Ghz,1340P,דור 13,DDR3,1000 GB,SSD,לא כולל,15.6 אינטש,2880x1620,לא זמין,120 Hz,ללא,כולל,לא כולל,לא כולל,3190,3699,3444.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1195145,2023
  Asus VivoBook 15 X1504VA-BQ144 ,Asus,לא רלוונטי,Windows 11 Pro,"1.7 ק""ג",8 GB,3.3Ghz,1315U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2086,2334,2210.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193038,2022
  Asus ExpertBook B1 B1500CEAE-BQ2971X ,Asus,לא רלוונטי,Windows 11 Home,"1.73 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,3998,4392,4195.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1149027,2022
  Asus TUF Gaming F17 FX707ZR-HX023W ,Asus,גיימינג,Windows 11 Home,"2.6 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,17.3 אינטש,לא זמין,OLED,לא זמין,ללא,כולל,לא כולל,לא כולל,7125,8569,7847.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1176393,2022
  Asus Vivobook 15 X1504VA-BQ140 ,Asus,לא רלוונטי,Windows 11 Home,"1.7 ק""ג",16 GB,3.7Ghz,1355U,דור 13,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,3287,3677,3482.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193084,2022
  Asus VivoBook 15 X1504VA-BQ008 ,Asus,לא רלוונטי,Windows 11 Home,"1.7 ק""ג",8 GB,3.3Ghz,1315U,דור 13,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2043,2286,2164.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193072,2022
  Asus VivoBook 15 X1500EA-BQ2284W ,Asus,לא רלוונטי,Windows 11 Home,"1.8 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,1754,2161,1957.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1166884,2023
  Asus VivoBook 15 X1504VA-BQ007 ,Asus,לא רלוונטי,Windows 11 Home,"1.7 ק""ג",8 GB,3.3Ghz,1315U,דור 13,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,2173,2290,2231.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193071,2022
  Asus VivoBook 15 X1504VA-BQ143 ,Asus,לא רלוונטי,Windows 11 Home,"1.7 ק""ג",8 GB,3.3Ghz,1315U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2086,2334,2210.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193073,2022
  Asus VivoBook 15 X1504VA-BQ151 ,Asus,לא רלוונטי,ללא,"1.7 ק""ג",8 GB,3.3Ghz,1315U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2090,2339,2214.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193075,2022
  Asus VivoBook X1400EA-EB1630 ,Asus,לא רלוונטי,Windows 11 Home,"1.55 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,1898,2479,2188.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1176391,2022
  Asus VivoBook 15 X1504ZA-NJ103W ,Asus,לא רלוונטי,ללא,"1.7 ק""ג",8 GB,3.3Ghz,1215U,דור 12,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2230,2588,2409.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193039,2022
  Asus X1404ZA-NK100W ,Asus,לא רלוונטי,Windows 11 Pro,"1.4 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,3014,3690,3352.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191219,2023
  Asus VivoBook 15 X1504ZA-NJ103W ,Asus,לא רלוונטי,Windows 11 Pro,"1.7 ק""ג",8 GB,3.3Ghz,1215U,דור 12,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2230,2588,2409.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193039,2022
  Asus Vivobook 14 X1404VA-EB128W ,Asus,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",8 GB,3.4Ghz,1335U,דור 13,DDR3,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,3334,3399,3366.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1195143,2022
  Asus ROG Strix G16 G614JV-N4104 ,Asus,גיימינג,Windows 11 Home,"2.5 ק""ג",32 GB,4Ghz,13980HX,דור 13,DDR5,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,240 Hz,ללא,כולל,לא כולל,לא כולל,8155,9565,8860.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1186822,2022
  Asus TUF Gaming F15 FX507VU4-LP075 ,Asus,גיימינג,ללא,"2.2 ק""ג",32 GB,4.1Ghz,13900H,דור 13,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,לא זמין,ללא,כולל,לא כולל,לא כולל,6460,6839,6649.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191518,2022
  Asus VivoBook 15 X1500EP-BQ587 ,Asus,לא רלוונטי,Windows 11 Pro,"1.8 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2183,2516,2349.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1166887,2022
  Asus ROG Strix G16 G614JU-N4174W ,Asus,גיימינג,Windows 11 Home,"2.5 ק""ג",32 GB,3.6Ghz,13650HX,דור 13,DDR5,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,240 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,7786,8670,8228.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1189423,2023
  Asus ZenBook Duo 14 UX482EGR-HY415X ,Asus,לא רלוונטי,Windows 11 Pro,"1.62 ק""ג",32 GB,2.9Ghz,1195G7,דור 11,DDR4,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,כולל,מצלמת IR,לא כולל,5500,8029,6764.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1143607,2022
  Asus TUF Gaming F15 FX507VV4-LP061 ,Asus,גיימינג,Windows 11 Home,"2.2 ק""ג",16 GB,3.7Ghz,13700H,דור 13,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,OLED,לא זמין,ללא,כולל,לא כולל,לא כולל,6373,7178,6775.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191543,2022
  Asus ExpertBook B5 B5302FEA-LF1053X ,Asus,לא רלוונטי,Windows 11 Pro,"1.3 ק""ג",16 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,IPS,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,4789,5955,5372.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1149038,2022
  Asus ROG Strix G15 G513RW-HQ214W ,Asus,גיימינג,Windows 11 Pro,"2.3 ק""ג",32 GB,4.9Ghz,6900HX,דור 5,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,2560x1440,OLED,165 Hz,ללא,כולל,לא כולל,לא כולל,9467,12103,10785.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1170370,2022
  Asus Zenbook Pro 15 OLED UM535QE-KY339X ,Asus,לא רלוונטי,Windows 11 Home,"2 ק""ג",32 GB,3.3Ghz,5900HX,דור 4,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,OLED,60 Hz,כולל,כולל,מצלמת IR,לא כולל,7423,8180,7801.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1184015,2022
  Asus Zenbook Pro 14 OLED UX6404VI-P1046W ,Asus,לא רלוונטי,ללא,"1.65 ק""ג",48 GB,4.1Ghz,13900H,דור 13,DDR5,2000 GB,SSD,לא כולל,14.5 אינטש,2880X1800,IPS,לא זמין,כולל,כולל,מצלמת IR,לא כולל,11975,13759,12867.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1190554,2023
  Asus VivoBook 14 X1404ZA-NK088W ,Asus,לא רלוונטי,ללא,"1.4 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2676,2844,2760.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1186336,2022
  Asus VivoBook 15 X1500EA-BQ2285W ,Asus,לא רלוונטי,Windows 11 Pro,"1.8 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2178,2459,2318.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1166889,2022
  Asus ExpertBook B9 B9400CBA-KC0301X ,Asus,לא רלוונטי,ללא,"1.01 ק""ג",32 GB,3.5Ghz,1255U,דור 12,DDR5,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,מצלמת IR,לא כולל,7981,9777,8879.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1184661,2022
  Asus ZenBook 14 UX435EG-AI526W ,Asus,לא רלוונטי,Windows 11 Home,"1.29 ק""ג",16 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,OLED,60 Hz,כולל,1 מגה פיקסל,מצלמת IR,לא כולל,3290,5330,4310.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1146955,2022
  Asus ExpertBook B1 B1500CEPE-EJ0439 ,Asus,לא רלוונטי,ללא,"1.73 ק""ג",16 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,2390,2999,2694.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1145374,2022
  Asus ROG Zephyrus G15 GA503RS-HQ012W ,Asus,גיימינג,Windows 11 Home,"1.9 ק""ג",32 GB,4.9Ghz,6900HS,דור 5,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,לא זמין,OLED,לא זמין,ללא,כולל,מצלמת IR,לא כולל,10954,14854,12904.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1171437,2023
  Asus Vivobook 14 X1404VA-EB127W ,Asus,לא רלוונטי,Windows 11 Pro,"1.4 ק""ג",8 GB,3.7Ghz,1355U,דור 13,DDR3,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,3902,3999,3950.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1195147,2022
  Asus VivoBook 15 X1500EP-BQ588 ,Asus,לא רלוונטי,ללא,"1.8 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2167,2600,2383.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1166892,2022
  Asus Vivobook 15X OLED K3504VA-MA033W ,Asus,לא רלוונטי,ללא,"1.6 ק""ג",16 GB,3.4Ghz,1340P,דור 13,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,2880x1620,IPS,120 Hz,ללא,כולל,לא כולל,לא כולל,3571,3869,3720.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1194289,2022
  Asus ROG Flow X16 GV601RE-M6032W ,Asus,גיימינג,Windows 11 Pro,"2 ק""ג",16 GB,4.7Ghz,6800HS,דור 5,DDR5,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,לא זמין,כולל,כולל,מצלמת IR,לא כולל,6390,9490,7940.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1161914,2022
  Asus ExpertBook B1 B1500CEAE-BQ3089X ,Asus,לא רלוונטי,ללא,"1.73 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,3011,3449,3230.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191951,2022
  Asus ExpertBook B5 B5302CEA-KG0812 ,Asus,לא רלוונטי,Windows 11 Pro,"1.2 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,4333,4959,4646.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1149655,2023
  Asus Zenbook Pro 14 OLED UX6404VI-P1046W ,Asus,לא רלוונטי,Windows 11 Pro,"1.65 ק""ג",48 GB,4.1Ghz,13900H,דור 13,DDR5,2000 GB,SSD,לא כולל,14.5 אינטש,2880X1800,IPS,לא זמין,כולל,כולל,מצלמת IR,לא כולל,11974,13759,12866.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1190554,2022
  Asus VivoBook 15 X1500EP-BQ521W ,Asus,לא רלוונטי,Windows 11 Home,"1.8 ק""ג",16 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2779,3192,2985.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1166898,2022
  Asus Vivobook 15X OLED K3504VA-MA057W ,Asus,לא רלוונטי,Windows 11 Home,לא זמין,16 GB,3.7Ghz,1360P,דור 13,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,2880x1620,IPS,120 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,4099,4499,4299.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193089,2022
  Asus VivoBook 14 X1404ZA-NK090W ,Asus,לא רלוונטי,ללא,"1.4 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,3183,3690,3436.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1186333,2022
  Asus Vivobook 14 X1404VA-EB129 ,Asus,לא רלוונטי,Windows 11 Pro,"1.4 ק""ג",8 GB,3.3Ghz,1315U,דור 13,DDR3,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2185,2460,2322.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1194719,2022
  Asus Vivobook 14 X1404VA-EB130 ,Asus,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",8 GB,3.3Ghz,1315U,דור 13,DDR3,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,2243,2530,2386.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1194720,2023
  Asus Vivobook 15 X1502ZA-E8812W ,Asus,לא רלוונטי,ללא,"1.7 ק""ג",8 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,לא זמין,LCD,לא זמין,ללא,כולל,לא כולל,לא כולל,3278,4461,3869.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1174181,2022
  Asus TUF Gaming F15 FX507ZC4-HN087W ,Asus,גיימינג,Windows 11 Pro,"2.2 ק""ג",16 GB,3.3Ghz,12500H,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,לא זמין,ללא,כולל,לא כולל,לא כולל,3989,4421,4205.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193867,2022
  Asus ExpertBook B5 B5302FEA-LF1077X ,Asus,לא רלוונטי,Windows 11 Home,"1.3 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,OLED,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,5435,6250,5842.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1149658,2022
  Asus ExpertBook B9 B9400CBA-KC0209X ,Asus,לא רלוונטי,Windows 11 Pro,"1.01 ק""ג",16 GB,3.5Ghz,1255U,לא זמין,DDR5,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,מצלמת IR,לא כולל,6998,7748,7373.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1175071,2022
  Asus ROG Zephyrus G15 GA503RS-HQ011 ,Asus,גיימינג,Windows 11 Home,"1.9 ק""ג",32 GB,4.9Ghz,6900HS,דור 5,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,2560x1440,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,10613,13237,11925.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1167035,2022
  Asus VivoBook Pro 14 M3401QC-KM030W ,Asus,לא רלוונטי,Windows 11 Pro,"1.45 ק""ג",16 GB,3.2Ghz,5800H,דור 4,DDR4,1000 GB,SSD,לא כולל,14 אינטש,2880X1800,IPS,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,4239,4898,4568.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1142247,2023
  Asus ProArt StudioBook 16 OLED H5600QR-L2106X ,Asus,לא רלוונטי,Windows 11 Pro,"2.4 ק""ג",64 GB,4.6Ghz,5900HX,דור 4,DDR4,1000+1000 GB,SSD,לא כולל,16 אינטש,3840x2400,LCD,60 Hz,ללא,כולל,"מצלמת IR, קורא טביעות אצבע",לא כולל,9967,12390,11178.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1156846,2022
  Asus VivoBook 15 X1500EA-EJ2286 ,Asus,לא רלוונטי,Windows 11 Home,"1.8 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,1514,1800,1657.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1166878,2022
  Asus Vivobook 14 X1404VA-EB126W ,Asus,לא רלוונטי,ללא,"1.4 ק""ג",8 GB,3.3Ghz,1315U,דור 13,DDR3,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2615,2990,2802.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1195142,2022
  Asus Zenbook 14 UX3402VA-KP145W ,Asus,לא רלוונטי,ללא,"1.35 ק""ג",8 GB,3.4Ghz,1340P,דור 13,DDR5,1000 GB,SSD,לא כולל,14 אינטש,2560x1440,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,4580,4763,4671.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1185518,2022
  Asus X515EA-BQ946 ,Asus,לא רלוונטי,Windows 11 Pro,"1.8 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,1683,2263,1973.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1132492,2022
  Asus ZenBook 14 OLED UX3404VA-M9024W ,Asus,לא רלוונטי,ללא,"1.56 ק""ג",16 GB,3.7Ghz,13700H,דור 13,DDR5,1000 GB,SSD,לא כולל,14.5 אינטש,2880X1800,LCD,120 Hz,ללא,כולל,מצלמת IR,לא כולל,6161,6339,6250.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1194953,2023
  Asus ProArt Studiobook 16 OLED H5600QM-L2235W ,Asus,לא רלוונטי,Windows 11 Home,"2.4 ק""ג",16 GB,לא זמין,5800H,לא זמין,DDR4,1000 GB,SSD,לא כולל,16 אינטש,3840x2160,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,7194,8341,7767.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1174527,2022
  Asus X415EA-EK613W ,Asus,לא רלוונטי,ללא,"1.6 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,OLED,60 Hz,ללא,כולל,לא כולל,לא כולל,1799,2190,1994.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1138241,2022
  Asus ProArt Studiobook 16 3D OLED W7604J3D-MY052 ,Asus,לא רלוונטי,Windows 11 Home,"2.4 ק""ג",32 GB,4Ghz,13980HX,דור 13,DDR5,1000 GB,SSD,לא כולל,16 אינטש,3200x2000,LCD,60 Hz,כולל,כולל,"מצלמת IR, קורא טביעות אצבע",לא כולל,10937,12285,11611.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1188731,2022
  Asus Zenbook 14 Flip UP5401EA-KN024T ,Asus,לא רלוונטי,Windows 11 Pro,"1.4 ק""ג",16 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,2880X1800,IPS,60 Hz,כולל,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,4259,5390,4824.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1137484,2022
  Asus M3401QA-KM053W ,Asus,לא רלוונטי,ללא,"1.45 ק""ג",8 GB,3.2Ghz,5800H,דור 4,DDR4,512 GB,SSD,לא כולל,14 אינטש,2880X1800,OLED,60 Hz,ללא,כולל,לא כולל,לא כולל,2989,4688,3838.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1134631,2022
  Asus Vivobook 15 X1504ZA-NJ196W ,Asus,לא רלוונטי,ללא,"1.7 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,3097,3201,3149.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192676,2023
  Asus VivoBook 14 X1500EA-EJ2848 ,Asus,לא רלוונטי,Windows 11 Pro,"1.55 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,לא זמין,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,1918,2090,2004.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1173413,2022
  Asus Vivobook Go 14 Flip TP1401KA-EC022W ,Asus,לא רלוונטי,ללא,"1.45 ק""ג",8 GB,1.1Ghz,N6000,דור 6,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,כולל,כולל,לא כולל,לא כולל,2331,2399,2365.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1149014,2022
  Asus ExpertBook B9 B9400CBA-KC0499X ,Asus,לא רלוונטי,ללא,"1.01 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR5,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,7436,8276,7856.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1179971,2022
  Asus Zenbook Pro 15 OLED UM535QE-KY340W ,Asus,לא רלוונטי,ללא,"2 ק""ג",16 GB,3.2Ghz,5800H,דור 4,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,כולל,מצלמת IR,לא כולל,5188,6117,5652.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1167587,2022
  Asus VivoBook 15 X1502ZA-BQ415 ,Asus,לא רלוונטי,Windows 11 Home,"1.7 ק""ג",8 GB,3.3Ghz,1240P,דור 12,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,1888,2699,2293.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1169067,2022
  Asus X1404ZA-NK098W ,Asus,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2439,2845,2642.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191220,2023
  Asus VivoBook Pro 15 OLED K6502VU-MA071 ,Asus,לא רלוונטי,ללא,"1.8 ק""ג",16 GB,4.1Ghz,13900H,דור 13,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,2880x1620,OLED,לא זמין,ללא,כולל,קורא טביעות אצבע,לא כולל,6748,7680,7214.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192511,2022
  Asus ROG Zephyrus G15 GA503RW-LN085 ,Asus,גיימינג,ללא,"1.9 ק""ג",32 GB,3Ghz,6900HS,דור 5,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,2560x1440,IPS,לא זמין,ללא,1 מגה פיקסל,מצלמת IR,לא כולל,8496,9881,9188.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1184001,2022
